Commit Message,Category
"Used ComponentSuiteRegistry more consequently to avoid new (empty) CSRs to be created non-intentionally. Changed API of XsdScanner to be created with a CSR instead of just an error handler (which is now contained in the CSR). Before, it was not possible to scan the XSD of the current module and re-generate a single class, because the XsdScanner would always create a new CSR. This feature is needed for the IDEA EXML Plugin.

[git-p4: depot-paths = ""//coremedia/jangaroo/"": change = 161938]
",functional
User can touch the clusterized diffs on result picture and they are fading. Need to be improve the layout and add saving functionality.,external
Uses DEV_NULL instead of SYSTEM StringLogger in many places  as well as abstractions instead of printStackTrace() and such. This greatly reduces amount of logging to the console when running kernel tests.,internal
"Using htmlunit instead of the older httpclient access.
HtmlUnit should have functionality to make automating web page access easier.
",functional
"VIM-632 Restored visual block mode that was broken due to multiple carets support

Vim actions with multiple carets in modes other than visual block are
not supported yet. It will be a separate feature. The idea behind this
commit is to fix the regression in visual block mode.

Bounds of visual selection are no longer reversed if they are
overlapped, this fixes expanding the block selection in all directions.

IdeaVim no longer uses SelectionModel.hasBlockSelection() since it
always returns 'true' now.

There are a couple of places where we remove secondary carets when
moving the primary caret or re-setting visual mode. It may be
incompatible with the forthcoming support for multi-caret Vim actions.
",bugfix
Validate/Define: One InheritanceConvention rule instead of two. Conversion included in 'open workspace process' from old workspaces to new format.,internal
Various cleanups in tosa-loader to kill dead code,code smell
Various fixes and changes: removed operations abstraction and merged with Request abstraction. Refactored Request (now ClientRequest) out of the server behaviour and added a LocalServerRequest subclass that is aware of the local server instance. The base request only operates on the CF Java client. Updated junits with further harness changes  fixing several failing test cases. Additional bug fixes  including bugs in URL domain and org and spaces lookups.,internal
Various minor fixes and performance improvement.,external
Various refactoring & renaming  and JUnit tests. Added surefire and cobertura to the maven pom. Removing dead code and adding Asserts to the mix.,code smell
WAL max size limit was restored. Free space detection bug was fixed. (cherry picked from commit b23efd9),internal
WAL max size limit was restored. Free space detection bug was fixed. Additional improvements.,internal
WELD-1784 Remove dead code,code smell
WFLY-4303 Allow expressions in jboss-ejb-client.xml remove duplicate code and allow expressions for all versions of namespace,code smell
WICKET-3730 extremely slow performance in development mode WICKET-3731 PackageResourceReference.lookupStream(IResourceStreamLocator  Locale  String  String) creates wrong PackageResourceReference.StreamInfo,external
WICKET-4028 Improve PageInstanceMapper#getCompatibilityScore() to return higher value if the request starts with 'wicket/page',external
WICKET-4802 Add functionality to be able to export DataTable content,external
WINDUP-523: Fix up some code-style issues and clean up dead code/comments,code smell
"WPT-1 Adding AJAX add and delete functionality, removing the cities.js file and related code (WPT-6), and making the portlet compatible with 3.1 jQuery namespacing (WPT-24)

git-svn-id: https://source.jasig.org/sandbox/WeatherPortlet/trunk@18728 f5dbab47-78f9-eb45-b975-e544023573eb
",functional
"Well, realized that the fragment shader can't composite or blend.  So I think this is  the closest I'll get to a decent implementation of the Duff-Porter blend functionality.",functional
"Winter Wonderland!

This commit adds several new features:

UseTemperatureForSnowHieght: By Default, all snow is 1 layer high.
When this setting is set to true, snow height is determined by biome
temperature and therefore height. For now: A block temp > -.5 yields
a single snow layer. A block temp < -.75 yields max snow layers. All
values in the range -.75 < temp < -.5 are evenly distributed. Defaults
to False. This was in the biomeConfig a couple commits back, it's a
little more user friendly when set on a per-world basis.

BetterSnowFall: By Default, snow falls on the highest block only.
Setting this to true will cause snow to fall through leaves but leave
a little snow on the way. Defaults to False

FullyFreezeLakes: By Default in cold biomes, lakes freeze but only
water exposed to sky is frozen. Setting this to true causes any lake
in a cold biome with at least one block exposed to sky to completely
freeze. Defaults to False

CooledLavaBlock: Block used as cooled or frozen lava. Set this to
OBSIDIAN for ""frozen"" lava lakes in cold biomes. Defaults to
STATIONARY_LAVA. NOTE: This has a setting in both World and Biome configs
and follows the same behavior as WaterBlock and IceBlock when using
the UseWorldWaterLevel setting.
",functional
Working on drivers for Plink's MAP and PED formats. Added a helper function to count the number of trailing newline characters at the end of a file to correctly get the number of elements. Restructured into packages. Introduced class 'Biallele' for the data types. Applied inheritance to data types to avoid duplicate variables.,internal
"Working test map with streets that test various features of the code.

git-svn-id: http://svn.mkgmap.org.uk/mkgmap/trunk@23 25d90789-57f7-4ee0-8453-03a3dfeeeb22
",functional
XLCLOUD-216 user creation functionality for selected account [vcms-gui],external
XRENDERING-187: Implement a Rendering Compatibility Test Suite * Add inherit for the HTML syntax * Provide safety to make the test not applicable if no parser or renderer exists for the syntax,external
XSKINX-29: Refactor duplicate code Refactor JsxAction and SsxAction. Patch from Caleb James DeLisle  applied with minor changes.,code smell
XWIKI-11460: Allow filesystem skins to indicate a base skin * better handling of cross inheritance,internal
XWIKI-4906: Includes are not taken into account when renaming a page - Fixed checkstyle warnings and refactored to minimise some of the duplicate code - Added tests,code smell
YARN-1335. Move duplicate code from FSSchedulerApp and FiCaSchedulerApp into SchedulerApplication (Sandy Ryza),code smell
YARN-2980. Move health check script related functionality to hadoop-common (Varun Saxena via aw),external
"You can now set the level definitions from the command line and choose another map-features file too.
--map-features=file
--levels=0:24,1:22,2:20  (or you can use 0=24 etc)

git-svn-id: http://svn.mkgmap.org.uk/mkgmap/trunk@256 25d90789-57f7-4ee0-8453-03a3dfeeeb22
",functional
